37.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WORKFLOW,FINER
11:45:34.0 (52704566)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52709667)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52722065)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52725833)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52740127)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52744603)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52755634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52759188)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52784988)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52790585)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52803446)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52807430)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52820872)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52825432)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52836546)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52840096)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52853634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52857989)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52869059)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52872691)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52885880)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52890373)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52901536)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52905401)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52918718)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52923299)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52934208)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52937725)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52951162)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52955952)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52966922)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52970325)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (52983841)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (52988394)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (52999640)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53003162)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53017724)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53022321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53033383)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53037116)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53050295)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53054610)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53066045)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53069515)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53082574)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53086953)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53098126)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53101693)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53114694)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53119398)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53130317)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53133865)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53147161)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53151701)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53162695)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53166318)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53179234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53183651)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53194400)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53197857)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53211208)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53215595)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53226641)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53230217)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53243424)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53247699)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53258544)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53261981)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53274805)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53279133)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53290037)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53293467)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53306843)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53311284)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53322044)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53325489)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53338659)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53343055)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53353862)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53357973)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53371013)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53375571)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53386371)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53389925)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53403044)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53407523)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53418254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53421713)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53434633)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53439353)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53450246)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53453682)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53466970)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53471235)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53482167)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53485629)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53510764)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53516468)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53529815)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53533703)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53547664)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53551929)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53562876)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53566430)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53579509)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53593741)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53617316)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53623026)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53640899)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53646347)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53658174)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53661747)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (53675310)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (53679912)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (53720181)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53729853)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53733220)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53734490)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53735658)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53736585)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53737465)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53738505)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53739417)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53740477)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53741409)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53742299)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53743201)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53744256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53745144)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53746036)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53746920)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53747860)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53748822)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53749728)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53751437)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53752378)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53753349)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53754354)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53755449)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53756477)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53757428)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53758307)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53759553)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53760494)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53761392)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53762360)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53763253)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53764191)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53765106)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53766012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (53766984)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:45:34.0 (55398736)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55412657)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55435228)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55442626)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55455783)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55459953)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55473919)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55478735)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55490082)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55493750)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55507146)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55511596)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55522739)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55526229)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55539545)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55543862)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55555023)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55558481)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55571694)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55576436)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55588486)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55592099)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55605311)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55609714)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55620839)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55624394)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55637634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55642136)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55652950)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55656471)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55669500)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55673979)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55685042)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55688530)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55707430)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55712595)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55724704)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55728437)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55741981)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55746901)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55758069)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55761659)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55774892)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55779519)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55790528)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55794029)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55807045)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55811608)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55822554)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55826051)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55839151)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55843615)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55854644)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55858123)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55871344)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55875829)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55886831)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55890374)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55903829)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55908231)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55919090)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55922590)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55935736)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55940116)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55951037)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55954717)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (55967884)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55972322)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (55983562)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (55987130)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (56000481)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56006070)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (56017208)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56020757)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (56033835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56038267)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (56049512)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56052992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (56065991)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56070456)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (56081332)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56084868)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (56097814)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56102159)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (56113290)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56116759)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:45:34.0 (56129871)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56134321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
11:45:34.0 (56165657)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:45:34.0 (56173754)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
